,message,timestamp,username,m_length,datetime
193,"
I think it will be good if we do related to this course like some project or anything .
",06/23/2019 9:40 p.m.,sauravkumarsct,89,2019-06-23 21:40:00
194,"
If I am not wrong, the official announcement by @akshit is pending right?
",06/23/2019 9:40 p.m.,aisha.jv70,75,2019-06-23 21:40:00
195,"
yes, it is pending
",06/23/2019 9:41 p.m.,terwey2012,20,2019-06-23 21:41:00
196,"
@terwey2012 thanks!
",06/23/2019 9:42 p.m.,aisha.jv70,21,2019-06-23 21:42:00
197,"
You are welcome, Aisha
",06/23/2019 9:42 p.m.,terwey2012,24,2019-06-23 21:42:00
198,"
But what if it's a different course that is helping us strengthen our basics? 
",06/23/2019 9:45 p.m.,rumanubhardwaj,80,2019-06-23 21:45:00
199,"
@rumanubhardwaj I think it should be fine, as long as it’s Atleast related to the course topics
",06/23/2019 9:48 p.m.,smogal95,97,2019-06-23 21:48:00
200,"
The suspense ...
",06/23/2019 10:30 p.m.,ewotawa,18,2019-06-23 22:30:00
201,"
The initiative deadlines could be added to our calendar using https://trello.com/calendar/5c8be6f78be0e848f85d592b/5cb8aa79cbd7047b5213720d/f7eda47350662e59503995f812d3d993.ics
",06/23/2019 10:40 p.m.,nabhu123,178,2019-06-23 22:40:00
202,"
Any idea when 60 days of code gonna start.. :zany_face:
",06/23/2019 10:45 p.m.,siddharth.m98,57,2019-06-23 22:45:00
203,"
Noops.Just waiting for the announcement 
",06/23/2019 10:46 p.m.,ishanarora24,42,2019-06-23 22:46:00
204,"
Maybe at the end of this month. Exactly when we have 2 months left? I hope so.
",06/23/2019 11:07 p.m.,bharati.frnds,80,2019-06-23 23:07:00
205,"
As long as there are 60 days left in the course, there is no rush.  Udacity seems to be trying to teach us patience as a bonus lesson.  
",06/23/2019 11:36 p.m.,sfmajors373,138,2019-06-23 23:36:00
206,"
Probably this week I guess but not sure
Waiting for announcement
",06/24/2019 7:43 a.m.,seeratpal91,66,2019-06-24 07:43:00
207,"
https://secureprivataischolar.slack.com/archives/CKRQP9ZLL/p1561122092005100This is my first time to be a part of udacity. Can someone explain me what is 60 days of udacity?
",06/24/2019 7:56 a.m.,gruza.agata,175,2019-06-24 07:56:00
208,"
Hello Guys , how are you doing .. I want to ask if someone has worked with BERT . Can we fine tune BERT ?
",06/24/2019 9:24 a.m.,161210032,107,2019-06-24 09:24:00
209,"
@161210032 Yes, we can very easily fine-tune on our problem. please see my repo https://github.com/drc10723/bert_quora_question_pairs  you can find medium blog link in same repo. Task was to check if 2 Quora questions are similar or not.BERT Model Fine-tuning on Quora Questions PairsStars4LanguageJupyter Notebook
",06/24/2019 9:32 a.m.,drcjudelhi,316,2019-06-24 09:32:00
210,"
@drcjudelhi TPU is the problem bro, I am doing it for a Kaggle competition, so GPU is the sky for me. BTW thanks a ton . I guess i just have to convert it to pytorch
",06/24/2019 9:35 a.m.,161210032,167,2019-06-24 09:35:00
211,"
@161210032 no problem, my colab notebook has option for running on GPU also. Just set USE_TPU as false
 
See this repo for Pytorch, https://github.com/huggingface/pytorch-pretrained-BERTThe Big-&-Extending-Repository-of-Transformers: Pretrained PyTorch models for Google's BERT, OpenAI GPT & GPT-2, Google/CMU Transformer-XL.Stars7282LanguagePython
",06/24/2019 9:36 a.m.,drcjudelhi,350,2019-06-24 09:36:00
212,"
Loved your repo bro . It got great stuff .Gonna put my watching eye on it . What do you do ?
",06/24/2019 9:42 a.m.,161210032,94,2019-06-24 09:42:00
213,"
@161210032 thanks, working full-time on Deep learning with NLP. There are some more in pipeline. Ping me if you need help.
",06/24/2019 9:51 a.m.,drcjudelhi,124,2019-06-24 09:51:00
214,"
@drcjudelhi I am relly new to NLP , so I would like have all the helps i can need .
",06/24/2019 9:52 a.m.,161210032,85,2019-06-24 09:52:00
215,"
@161210032 this 'looks' easy https://medium.com/huggingface/introducing-fastbert-a-simple-deep-learning-library-for-bert-models-89ff763ad384 fast BERTA simple to use Deep Learning library to build and deploy BERT modelsReading time7 min read
 
Maybe this morning #ama_sessions@siddharth.m98
",06/24/2019 10:04 a.m.,fridarode00,292,2019-06-24 10:04:00
216,"
I think they preparing something for challenge
",06/24/2019 10:08 a.m.,leha.asd95,48,2019-06-24 10:08:00
217,"
",06/24/2019 10:15 a.m.,siddharth.m98,1,2019-06-24 10:15:00
218,"
@drcjudelhi, do you know any papers about recommendation system built from BERT? I'm looking for it, but I couldn't find one yet. Thanks!
",06/24/2019 10:47 a.m.,ellyanalinden,139,2019-06-24 10:47:00
219,"
@ellyanalinden Didn't read yet, but checkout this https://www.arxiv-vanity.com/papers/1903.06464/With the tremendous growth in the number of scientific papers being published, searching for references while writing a scientific paper is a time-consuming process. A technique that could add a reference citation at the appropriate place in a sentence will be beneficial. In this perspective, context-aware citation recommendation has been researched upon for around two decades. Many researchers have utilized the text data called the context sentence, which surrounds the citation tag, and the metadata of the target paper to find the appropriate cited research. However, the lack of well-organized benchmarking datasets and no model that can attain high performance has made the research difficult.
",06/24/2019 10:50 a.m.,drcjudelhi,801,2019-06-24 10:50:00
220,"
Thank you @drcjudelhi.
",06/24/2019 10:56 a.m.,ellyanalinden,24,2019-06-24 10:56:00
221,"
So excited for this #60daysofudacity
",06/24/2019 2:15 p.m.,jicksy.john,38,2019-06-24 14:15:00
222,"
I've being busy with family issues and I've started later, I hope to catch up this week
",06/24/2019 2:21 p.m.,lola.vicente,89,2019-06-24 14:21:00
223,"
Hi @aisha.jv70! Not to worry we are going to announce this formally soon. Then everything will be cleared. 
",06/24/2019 2:59 p.m.,akshit,109,2019-06-24 14:59:00
224,"
Don’t worry, the community is there to support you 
",06/24/2019 3:01 p.m.,ishgirwan,53,2019-06-24 15:01:00
225,"
There will be guys! Not to worry, soon we are going to integrate GitHub here. 
",06/24/2019 3:02 p.m.,akshit,80,2019-06-24 15:02:00
226,"
@akshit that would be great.
",06/24/2019 3:03 p.m.,161210032,30,2019-06-24 15:03:00
227,"
just ask away whereever u have any issue and done feel overwhelmed one step at a time and you will have completed the course in no time 
",06/24/2019 4:01 p.m.,eagle_phoenix2,138,2019-06-24 16:01:00
228,"
I think we’re here to help each other, no worries ! Just keep pushing to the last minutes. We have almost 70 days to go and still coming opportunities to recap.
",06/24/2019 4:07 p.m.,boubakarmammar,162,2019-06-24 16:07:00
229,"
Today's #ama_sessions  was amazing guys!!! just loved it #60daysofudacity :yay:
",06/24/2019 5:50 p.m.,harshris2314,81,2019-06-24 17:50:00
230,"
Hi everyone! I think it would be a great idea to *team up* for the #60daysofudacity, so at least one person in each group can send each other encouragement every day! What do you think of this idea? 
",06/24/2019 6:01 p.m.,mikaelaysanchez,201,2019-06-24 18:01:00
231,"
nope
 
the purpose of it is to showcase what work u did regarding this course for a day , to this community
",06/24/2019 6:02 p.m.,gogulaanand02,109,2019-06-24 18:02:00
232,"
me: it is dope
",06/24/2019 6:03 p.m.,abimbolaolayemi17,16,2019-06-24 18:03:00
233,"
@gogulaanand02 I understand! but I think it would help to encourage everyone to post daily showcases
",06/24/2019 6:04 p.m.,mikaelaysanchez,102,2019-06-24 18:04:00
234,"
no offence on that 'nope'
",06/24/2019 6:04 p.m.,gogulaanand02,27,2019-06-24 18:04:00
235,"
That's great @mikaelaysanchez
",06/24/2019 6:05 p.m.,tmallikarjuna111,31,2019-06-24 18:05:00
236,"
@gogulaanand02 none taken:)
",06/24/2019 6:05 p.m.,mikaelaysanchez,29,2019-06-24 18:05:00
237,"
@mikaelaysanchez exactly what u said...image the entire community acting as a motivation
 
i just felt that there need not be any groups in this , we all as 1
",06/24/2019 6:05 p.m.,gogulaanand02,160,2019-06-24 18:05:00
238,"
@gogulaanand02 I just thought it might be more effective if the encouragement was more personal, however, I think you you have a very good point 
",06/24/2019 6:07 p.m.,mikaelaysanchez,147,2019-06-24 18:07:00
239,"
i think there is nothin wrong in trying out, if the majority of the community accepts the idea then no probs.
",06/24/2019 6:10 p.m.,gogulaanand02,111,2019-06-24 18:10:00
240,"
Just a heads up, official announcement for #60daysofudacity on Wednesday. Who is excited?:bananadance:
",06/24/2019 6:18 p.m.,d.pandey11585,104,2019-06-24 18:18:00
241,"
@mikaelaysanchez  I love your idea! Since #60daysofudacity is supposed to be coding only topics related to this course and most of us being beginners (me for instance)  would definitely find it overwhelming. I'm sure this is a great idea to boost up the motivation!
If you still stand by your idea, I'd love to be a part of it!
",06/24/2019 6:27 p.m.,bharati.frnds,329,2019-06-24 18:27:00
242,"
Along ith showcase, we can also motivate some of our friends to do the same.
 
@mikaelaysanchez Groups can be made based on the starting letter of the names. This will create 26 groups in total. We can encourage people in our groups. This will be more constrained and systematic.
",06/24/2019 6:38 p.m.,sankalpdayal5,281,2019-06-24 18:38:00
243,"
@mikaelaysanchez great idea
",06/24/2019 7:41 p.m.,seeratpal91,29,2019-06-24 19:41:00
244,"
Great idea @mikaelaysanchez. Perfect opportunity to enhance teamwork. But, will doing this violate the Code of Conduct of this scholarship?
",06/24/2019 7:56 p.m.,sid.panda99,141,2019-06-24 19:56:00
245,"
@d.pandey11585 I am !!!!!
",06/24/2019 8:02 p.m.,aisha.jv70,27,2019-06-24 20:02:00
246,"
Hey @akshit Sounds Good! Waiting Eagerly!!!!
",06/24/2019 8:21 p.m.,aisha.jv70,46,2019-06-24 20:21:00
247,"
@bharati.frnds Great to hear!@sankalpdayal5 Good idea! I was thinking of doing it based on region or progress on the course, but what do you think? Perhaps I should create a form and take into account everyone's preference of what kind of group they want to be put in?@sid.panda99 Reading the code of conduct, I don't think so. How do you think it might violate it?
",06/24/2019 10:15 p.m.,mikaelaysanchez,367,2019-06-24 22:15:00
248,"
I am waiting for @akshit's announcements regarding mini projects and study groups as well as #60daysofudacity
",06/24/2019 10:22 p.m.,fridarode00,111,2019-06-24 22:22:00
249,"
@mikaelaysanchez. Its nice to take opinions from everyone. Lets wait for the announcement first. Then we can decide. 
",06/24/2019 10:23 p.m.,sankalpdayal5,119,2019-06-24 22:23:00
250,"
@fridarode00@sankalpdayal5 Good points. 
",06/24/2019 10:24 p.m.,mikaelaysanchez,42,2019-06-24 22:24:00
251,"
@mikaelaysanchez maybe working in groups can lead to plagiarism, but there are many advantages also.
",06/24/2019 10:30 p.m.,sid.panda99,102,2019-06-24 22:30:00
252,"
@sid.panda99 I wasn't suggesting to *work* in groups. Rather, I suggested that at least one person in the group can try and motivate the others to keep going with the 60 day challenge 
",06/24/2019 10:32 p.m.,mikaelaysanchez,186,2019-06-24 22:32:00
253,"
Good idea!
",06/24/2019 10:52 p.m.,shivamraisharma,12,2019-06-24 22:52:00
254,"
Yes @mikaelaysanchez that's the best part here, also helping with resources and all. Just looking forward to the announcement.
",06/24/2019 10:59 p.m.,sid.panda99,128,2019-06-24 22:59:00
255,"
@ishgirwan, @eagle_phoenix2, @boubakarmammar  thanks for the support, I appreciate it
",06/25/2019 3:30 a.m.,lola.vicente,87,2019-06-25 03:30:00
256,"
This channel doesnt have moderators yet right?
",06/25/2019 3:33 a.m.,anjumercian85,48,2019-06-25 03:33:00
257,"
Yes you are right.
",06/25/2019 5:05 a.m.,d.pandey11585,20,2019-06-25 05:05:00
258,"
Well all of you nice day, just thought I would let you all know,  @sol.vriksh, @arkachkrbrty and I are conducting reading sprints  and several scholars have joined. The main motto is to cover :
1. main text ""Algorithmic Foundations of Privacy""
2. Torch docs
3. and related (suggested) research material
Why this here and why now ? well as of now the #reading_paper_discuss channel seems to be for reading research material and so, but there are some of us who felt the basic text also covers a lot of breadth and is quiet involved by itself. It may not be possible for  all to do this alone while going through daily routines of work, office, college, etc. but as a community we can all pull up.
We will be conducting weekly quiz (starting this week) and other related activities, So want to join then just sign up here, looking forward to meet you all :https://docs.google.com/forms/d/e/1FAIpQLSeiI8RIMYWBAaZolKJciwv3tHDE4n0PElLYxhDBo2TBdvlgZg/viewform?usp=sf_link
",06/25/2019 8:26 a.m.,rishisridhar96,967,2019-06-25 08:26:00
259,"
@rishisridhar96 I would like ot participate and have signed up but where are the reading materials?
 
Thanks @d.pandey11585
",06/25/2019 9:27 a.m.,anjumercian85,125,2019-06-25 09:27:00
260,"
During the Bertelsmann scholarship we did #30days_of_data and we post screenshots and pictures of our progress in the course but we did not post complete solutions
",06/25/2019 9:29 a.m.,andyswebs,165,2019-06-25 09:29:00
261,"
@rishisridhar96 Is this a moderator initiative?
",06/25/2019 9:39 a.m.,d.pandey11585,49,2019-06-25 09:39:00
262,"
@d.pandey11585 No it is not but the #reading_paper_discuss mods are informed on this and so is akshith.udacity, they will be helping us with this group.
 
@anjumercian85 Sorry forgot but here it is :https://github.com/AceEviliano/Reading-Facebook-Secure-and-Private-AI-ScholarshipThis repository contains resources for reading related to the Facebook AI scholarship.Stars1LanguageJupyter Notebook
",06/25/2019 10:23 a.m.,rishisridhar96,398,2019-06-25 10:23:00
263,"
Okay. Thanks for clarifying.
",06/25/2019 10:31 a.m.,d.pandey11585,30,2019-06-25 10:31:00
264,"
And sorry to forget about the reading resources, you will find explanatory notes to the text in the github link (it will be updated weekly) , Our motto is not to make math easy rather understandable we will try not to compromise on math with simple explanations but we will surely make it understandable to all, also if you do find errors (we are not perfect) regarding content please let us know:https://github.com/AceEviliano/Reading-Facebook-Secure-and-Private-AI-Scholarship
 
[deleted]
",06/25/2019 10:40 a.m.,rishisridhar96,492,2019-06-25 10:40:00
265,"
Sorry everyone, I didn't know that this channel was already created. Can you please update me with this 60DaysofUdacity what it is about, what to d and when to start.
",06/26/2019 12:51 a.m.,sumonbanner,168,2019-06-26 00:51:00
266,"
As per Akshit 60days of Udacity will launch Wednesday, so lookout in the #announcements channel. I am guessing it will something code for 60 days straight and keep giving updates.
",06/26/2019 1:02 a.m.,anjumercian85,181,2019-06-26 01:02:00
267,"
@anjumercian85 Thanks 
",06/26/2019 1:05 a.m.,sumonbanner,24,2019-06-26 01:05:00
268,"
no problem 
",06/26/2019 1:30 a.m.,anjumercian85,13,2019-06-26 01:30:00
269,"
Ok who is ready for 60 days of Udacity. As per IST timezone today is the day right?
",06/26/2019 8:37 a.m.,anjumercian85,85,2019-06-26 08:37:00
270,"
Excited to start 60 days of udacity.
",06/26/2019 9:42 a.m.,kumarprabhu244,38,2019-06-26 09:42:00
271,"
that would be awesome @akshit
",06/26/2019 11:33 a.m.,mayank.singh081997,31,2019-06-26 11:33:00
272,"
Hello Guys !! what is update regarding 60DaysofUdacity . I would really try to reach as ND  scholar who have completed this type of initiative to share some light on it.
",06/26/2019 12:00 p.m.,161210032,171,2019-06-26 12:00:00
273,"
All the details should be formally announced today. But its like 100days ofcode where you code everyday.
",06/26/2019 1:11 p.m.,ishgirwan,106,2019-06-26 13:11:00
274,"
I thought it would be announced on Thursday
",06/26/2019 2:32 p.m.,mariia.denysenko93,45,2019-06-26 14:32:00
275,"
https://secureprivataischolar.slack.com/archives/CJF1DQDEW/p1561375811134300Hi @akshit when will #60daysofudacity start
",06/26/2019 2:45 p.m.,ishgirwan,121,2019-06-26 14:45:00
276,"
That's nice!
 
I'm am glad this is here finally, hope this helps to keep me in track, never done some of this challenges. We will see how it goes.
",06/26/2019 8:06 p.m.,onairam309,148,2019-06-26 20:06:00
277,"
Wasn't this challenge supposed to start today???https://secureprivataischolar.slack.com/archives/CJF1DQDEW/p1561375811134300Hi @akshit when will #60daysofudacity start
",06/26/2019 8:14 p.m.,labknr98,169,2019-06-26 20:14:00
278,"
Maybe they will start later part of today.
",06/26/2019 8:16 p.m.,arkachkrbrty,44,2019-06-26 20:16:00
279,"
They day is young.
",06/26/2019 8:16 p.m.,sfmajors373,20,2019-06-26 20:16:00
280,"
here in my country, the day is already old enough @sfmajors373
 
yeah, maybe on a different time zone of today @arkachkrbrty
",06/26/2019 8:17 p.m.,labknr98,126,2019-06-26 20:17:00
281,"
Haha, last time there was supposed to be an announcement, people were upset that it came too late but it came before 5pm my time, so the announcements may be by EOD in another time zone.
",06/26/2019 8:18 p.m.,sfmajors373,188,2019-06-26 20:18:00
282,"
Yeah here in India it is already night...
",06/26/2019 8:19 p.m.,arkachkrbrty,43,2019-06-26 20:19:00
283,"
yeah I think that should be the reason. Thank you @sfmajors373
",06/26/2019 8:19 p.m.,labknr98,64,2019-06-26 20:19:00
